Fecha,Hora,camno2,camo3,campm10,campm2,
					2024-01-01,1,41.000,5.000,67.00,46,
					2024-01-01,2,41.000,1.000,84.00,66,
					2024-01-01,3,39.000,1.000,112.00,91,
					2024-01-01,4,37.000,2.000,126.00,104,
					2024-01-01,5,35.000,2.000,167.00,142,
					2024-01-01,6,32.000,1.000,149.00,128,
					2024-01-01,7,29.000,1.000,108.00,90,
					2024-01-01,8,28.000,1.000,108.00,95,
					2024-01-01,9,27.000,8.000,81.00,68,
					2024-01-01,10,24.000,29.000,70.00,58,
					2024-01-01,11,24.000,53.000,66.00,56,
					2024-01-01,12,15.000,74.000,87.00,72,
					2024-01-01,13,16.000,88.000,53.00,43,
					2024-01-01,14,16.000,104.000,58.00,47,
					2024-01-01,15,15.000,108.000,63.00,51,
					2024-01-01,16,12.000,91.000,45.00,35,
					2024-01-01,17,12.000,89.000,26.00,17,
					2024-01-01,18,14.000,86.000,26.00,20,
					2024-01-01,19,47.000,35.000,43.00,36,
					2024-01-01,20,43.000,26.000,39.00,24,
					2024-01-01,21,52.000,13.000,53.00,29,
					2024-01-01,22,41.000,13.000,56.00,29,
					2024-01-01,23,24.000,28.000,57.00,24,
					2024-01-01,24,38.000,12.000,46.00,23,
					2024-01-02,1,31.000,21.000,42.00,21,
					2024-01-02,2,27.000,20.000,31.00,15,
					2024-01-02,3,27.000,14.000,31.00,16,
					2024-01-02,4,28.000,11.000,31.00,19,
					2024-01-02,5,38.000,1.000,34.00,24,
					2024-01-02,6,38.000,1.000,40.00,27,
					2024-01-02,7,42.000,1.000,41.00,25,
					2024-01-02,8,41.000,1.000,51.00,32,
					2024-01-02,9,43.000,2.000,75.00,39,
					2024-01-02,10,49.000,6.000,82.00,35,
					2024-01-02,11,57.000,16.000,76.00,42,
					2024-01-02,12,40.000,31.000,78.00,46,
					2024-01-02,13,34.000,38.000,42.00,23,
					2024-01-02,14,24.000,52.000,36.00,19,
					2024-01-02,15,24.000,53.000,39.00,13,
					2024-01-02,16,22.000,56.000,34.00,24,
					2024-01-02,17,29.000,43.000,27.00,11,
					2024-01-02,18,30.000,36.000,34.00,3,
					2024-01-02,19,19.000,30.000,44.00,16,
					2024-01-02,20,23.000,21.000,32.00,14,
					2024-01-02,21,28.000,16.000,24.00,8,
					2024-01-02,22,47.000,7.000,26.00,6,
					2024-01-02,23,48.000,2.000,46.00,19,
					2024-01-02,24,52.000,1.000,46.00,21,
					2024-01-03,1,48.000,1.000,39.00,16,
